USER_ID,ITEM_ID,ITEM_NAME,JJIM_DT,IS_BUY
hX0Xv1L,82603554780,풀무원 찬마루 치자 김밥단무지  300g,2022-06-04 23:49,1
NJczxOm768c,33215280180,CJ백설 진한참기름320ml,2022-06-24 11:13,0
i9kJ1Lh,32487968472,올리비아로렌 NC15 랩 프린트 롱 원피스 VOCOAWM4221,2022-02-05 23:46,0
OmiL9VwMJSL,31798817229,[더자연]건어물왕 고소한 구운 아몬드 700g,2022-03-01 22:03,0
c3MqqijlArHy,31070959951,청룡수산 제주 홀피쉬 고등어 160gx10팩,2021-10-21 16:22,0
5UEJLXmjP3H,740173616,수스 DP03 지지미 캉캉원피스 S222BOP651KH5S (S8639793),2021-08-18 23:25,1
n0Wqzg,81689229345,중국산 냉동 대파 1kg 슬라이스,2022-01-03 14:24,0
Pa8AGH2,208093165,곰팡이 청소세제 곰팡이세제 강력효과 방지코팅제 X ( 2매입 ),2022-04-27 5:43,1
Msz1s6T,28793321327,아이간식 (무)농심 사무실간식 칩포테이토오리지널60gX20개입(1박스),2022-07-30 22:42,1
1ZNglTlkksAI,31148859884,[팸쿡]가락시장직송 애호박 10개,2022-03-21 23:22,1
sGgKSA8IzwA,1280075426,K4스포츠아몸디 K4-351 치닝디핑 운동기구 웨이트 철봉 턱걸이,2022-04-25 15:21,0
CoTewF9C,1025294543,오리진스 스킨 릴리프 앤 레질리언스 수딩 젤 크림 포 아이즈 15ml,2022-01-15 10:18,0
gWI41PUpDXul,1341242951,지도표 성경김 고급 재래식 김가루 1kgx4봉 (조미김),2021-10-01 23:15,1
ouDABzf6idg,31538356957,[로컬]대추방울 토마토 (2KG/박스),2022-03-07 23:59,1
pSkZ9WVK4efK,31110319566,부여에서 자란 스테비아 애플 방울토마토 1kg/2kg/4kg,2022-07-20 18:26,0
5KaOKUpiQp,1514464471,SOUP 숲 NC15 밴딩 데님 스커트 OY6SRT1 (S8669307),2022-03-25 22:03,1
gMdcMO4g,30458342471,대야농협 일년내내 검정보리쌀 4kg 10kg,2021-11-29 20:18,0
fQ7EBj3W,32859907229,와우스낵 과자 선물세트 162441,2022-01-10 5:45,0
g2bLh2GA8R,307180472,프로쉬 올인원 식기세척기 전용 세제 (소다-30개입)X4개,2022-02-28 22:05,1
nhFmCLRGuAqA,18897847510,사조산업 사조 살코기참치 1.88kg,2022-04-13 17:43,1
e7uKz5DhnCVZ,5688067709,동원에프앤비 동원 고추참치 150g,2022-08-04 23:19,1
K1pQicp5eS,24617491610,여주농산  이화애탐난쌀 20kg/당일도정,2021-11-13 15:41,0
NAL8u90s,27380652310,[야무진] 고춧가루 김치용 2.5kg x 1개,2022-02-10 10:28,1
KtjJLa94,1938442922,오뚜기 방앗간참기름 200ML,2022-01-29 13:33,1
gWI41PUpDXul,1019591212,샹테카이 머메이드 아이 매트-olivia 4g,2022-05-24 11:51,0
0ox1iaGyX1F,1964352995,필기구 모나미 볼펜 볼펜추천 사무용품 사인 모나미351싸인펜흑색-그루12다스144개입,2022-04-01 22:17,1
KVWBAOaeWQb,448045280,충주사과 팝콘 60gx10팩,2022-01-24 20:36,1
Bx6D11,84281207336,푸른자연 방울 토마토 완숙 찰 토마토 제철,2021-08-18 18:48,1
26yZhrSXuOU,659928006,멜팅 쉬어 립,2021-10-29 14:59,0
JrGluK,743102225,ONM 쿠션짱 수공쿠션 실내화_블루,2022-02-14 5:08,1
BaA1vZG,33113561266,By미소페 NC02 여성 편안한 4CM구두 112131001BK,2022-02-16 23:03,0
yvqv542OFbuT,28698220340,청정원 순창태양초 찰고추장500g,2022-03-10 16:46,0
qZG0xBg2XON,992422751,자임 NFC100% 착즙ABC주스(사과&비트&당근) 120ML*10,2022-03-30 16:43,0
IsVvUpyV,28844950345,[교복아울렛] 아이보리 두줄 라인 가디건 (김포여중),2022-04-09 21:58,1
EKpFf606E0D,26286765388,아이간식 아라비카 커피껌 27g X 사무실간식 15개,2022-01-08 23:04,0
yd5HMMY5LA,22602582117,충남 서산 전영운님의 흙생강 2kg,2022-06-23 18:34,1
xj2piN6bOzN,84010086829,[파크랜드 여성복 프렐린 점퍼 22SS] RJJ222S10,2021-08-04 18:37,0
5et7W1USdQd,33206640049,오뚜기 옛날국수 소면 900g,2021-12-08 22:52,0
KTEiX2jRfxk,917374280,스트레치 드라이 스포츠 반집업 나시 티셔츠 TM-FTK46,2022-01-17 20:18,1
2ELXlqW,83954064326,코크/스프라이트 제로 355ml 24개 사이다 캔 음료수,2022-08-13 23:31,0
1ahVXCX4AY,83701411541,지도표재래식성경식탁김(4gx16봉)X8개(1박스),2021-12-16 20:36,1
4PcHYf4j,33137744104,맥심 모카골드 마일드 커피 믹스  100개입  3박스,2022-05-24 8:36,0
pJ1MbcUdpN,29038775037,동아수성 프렐린 가을 여자 가디건  코디하기 좋은 깔끔한 유니,2021-11-19 17:50,1
ocIPmOb,82425913456,맛을 그리다 볶음알땅콩 볶음땅콩 1kg (21년산 햇땅콩),2021-10-04 16:52,0
iTi51KA,84399959551,해양심층수 담은 마른미역 100g,2021-11-29 22:03,1
ng2nIss,1196067313,[진선푸드] 고기가 들어있지 않은 채식웰빙 우리밀 김치손만두 1.4kg+야채손만두 1.4k,2022-08-21 3:43,0
T5ELl05,84056070009,인생고구마 꿀 호박밤 호박고구마 한입 3kg 5kg 세척 봄해식품,2022-04-26 12:47,0
2dBD4TtC2z,28122228887,리치스황도(슬) 410G/ 동서,2022-01-07 19:08,0
wkppZx6EX,22916206381,호박고지(봉) 100g,2021-12-05 21:42,1
zDHPnTrCerY,1613791378,캐주얼 정장 로퍼 구두 검정색 단화 패션 슈즈 코디,2022-05-07 19:57,1
3MB9O76aO,33096843426,[프레쉬채움] 청정원 건강한 단맛 요리 사탕수수 설탕 황설탕 454g,2022-04-08 23:56,0
VglqKv36,1876654058,일로딜로 NC15 레이스 카라 맨투맨 IDMA2192Z (S7711095),2021-09-22 18:50,0
xWh0NWr,1597078869,모닝)프로마하펜(0.38mm_흑색)-다스(12개입),2022-08-04 23:54,0
OtoDThRMgadv,1137921267,국내산 미니 파프리카 혼합 500g(250g*2팩),2022-04-28 14:16,0
KIJBxBp2SM5z,11931272170,백설 자일로스 설탕 1kg(갈색설탕),2021-10-14 16:12,1
b8JQjjrIkP3,1140779119,타브카 에너지 드링크 버스트 355mlx6캔,2021-10-16 22:26,1
TLj3kdbbWfC,33167807684,짱죽 실온 이유식 1.5단계 묽은죽 160g,2022-05-08 22:57,0
DrKobiJp,39493540,오뚜기 라면 사리 110G*5입,2022-02-01 19:41,0
70TC0cA0ujGN,82389460397,CJ 햇반 컵반 미역국밥 167g x 5개,2021-12-13 18:20,1
sGgKSA8IzwA,33205720304,포크비엔나 소시지 사조오양 1KG,2021-09-01 15:11,0
RhNVsOJ2Ewo,31007213526,오뚜기 옛날 자른 당면 1kg,2022-03-26 16:00,1
QcBBHoHieg,896254584,클라란스 SOS 보떼 세트 04 그린 3pcs,2021-12-17 21:47,1
G12smLmyhB,31964201622,정품 수박 7kg 이상,2022-05-14 18:52,1
oBvug5agPXmb,1459483762,★SSG할인★ 키즈 바디워시 450ml (총 2개 세트),2022-03-19 22:09,1
zYSe4e2GZnL,33013477720,월드그린 찰보리쌀,2021-10-31 6:44,1
uv0GUTQCgk,31204306797,[푸드페어] 오즈키친 철판감자탕볶음밥 450G - 오뚜기 맛있는 새우볶음밥 450g 외 오뚜기 볶음밥 골라담기,2022-05-22 18:08,1
mX9LoKjV,400236727,[푸른들마켓][해태] 고향만두 얇은피 왕교자(고기) 300gx2,2021-10-28 17:04,1
35rzwB7b,2045716517,마운틴M팬츠3 남성 여름 트레킹 팬츠 NAA1,2022-06-23 19:05,0
bOkqUIE02p,1433870116,새우표 완도 오리지널 전장김 25g x 15봉,2022-03-06 23:44,1
62etpahvK,1340352781,[맥널티] 디카페인 콜롬비아 슈프리모 분쇄커피 200g,2021-11-12 23:58,0
z3gksL,84400768800,오뚜기 옛날육개장300g,2022-07-18 22:01,1
ACT00EC,23134181091,서울우유 체다 슬라이스 치즈 18g 100매 1개 100매,2021-12-06 12:59,1
MAo00vg1OnO,28647720777,풀무원 들기름 재래도시락김  12개입,2022-01-20 23:54,1
dvw5HARfpOsO,84115944380,거북표 쫄깃국수 세면 1.4kg 잔치국수 구포 쫄깃 비빔면 70년전통 3대가업,2022-07-03 19:36,1
98QLsB23,33211408281,고소한참기름병 320ml,2022-01-15 23:44,0
tNUKf33i2b,1259788602,여성 여름 메쉬 슬림핏 자켓 1962JK232W,2022-01-19 16:17,1
5hcEZ3aI,30839491425,Fresh Gourmet Parmesan Cheese Salad Crisps 프레쉬 고메 파마산 치즈 샐러드 크리스피 1.76oz 50g 4팩 간편조리 4개,2022-02-10 23:57,0
TB7dBup,32999448261,6000찰떡파이 스낵과자,2021-12-16 15:33,0
2DmI4i7PO,32851060415,카무트 호라산밀 500gx3봉+국산 찰흑미 1kg,2022-07-24 19:46,0
iuHOy2qKvz8D,81785188480,깨끗한잡곡 찰흑미 1kg,2021-08-02 8:55,0
hHQXYTB,1269436028,프리미엄 기장자연산돌미역1호400g,2021-08-19 23:32,1
HG4AnOF7lV,29188954270,러시아산 북어채 1kg 건어물 말린북어 명태채 국재료 반찬,2022-01-16 23:54,1
80bj4GoS9BBX,167059416,공용 다누기모맨투맨 AAW1UTS4001 BL_P314029643,2022-02-08 12:19,1
cWf4Y60H8o5,30796708850,산지애 [산지애] 알뜰 못난이사과(중과) 4kg 2box / 당도선별 미시마,2021-12-05 20:14,1
9t955p8hoA,1043764363,wet n wild 왯앤와일드 포토 포커스 파운데이션 스틱 선키스 베이지 2개,2021-10-04 15:31,0
L71S1S93LMN,580934937,겨울 왕국2 엘사 핀캡 블루,2021-10-13 16:15,0
lwJfo1,1249877266,파게다 레몬주스 설탕 블랙 무화과 잼 230g 3개,2022-05-29 16:07,0
EGRWxxXjo,31573549693,[롯데백화점](롯데백화점)논산 냉동딸기 10kg벌크,2021-11-18 22:35,1
HUYwInvK2C,1077119689,과테말라 SHB 핸드드립 원두커피 48개입(24개입x2개),2022-04-23 23:26,1
k51OTPztHPRy,1634275871,김치/단무지/쌈무 절임류 모음,2021-08-05 16:12,0
D8wwjA26od,32066099448,홈플러스시그니처  홈플러스  홈플러스시그니처 한촌한우된장찌개 500g,2022-02-04 23:21,0
DQ6XTOw,19127697920,자연한재 국산 메주콩 500g 백태,2021-08-13 18:00,1
4Mblm7p,24920663429,네슬레 네슬레 커피메이트 커피 크리머 오리지날 180개,2022-05-28 23:19,0
NtbQ8acSO,23749564225,[무료배송] 아이시스8.0 200ml 300ml 500ml 1L 1.5L 2L 에코 무라벨 생수 모음전 - 롯데칠성음료,2022-01-28 15:08,1
tVV3mb2,1333825728,농심 신라면5봉+올리브짜파게티5봉+오징어짬뽕5봉+얼큰한너구리5봉,2021-10-27 9:06,1
GTiPGspGw,24076328902,해미래 해미래  국내산 손질 냉동 오징어 270g 내외 (2마리) x 2팩,2022-08-02 21:56,1
xT8VDentI,32844121914,[CJ프레시웨이] 햇반 라이스크림 (백미) 4개 + (흑미) 4개,2021-09-25 21:39,1
KEvtQFp2,14482567877,[자연원]두번엄선한 냉동 블루베리1.13kg x 1팩,2022-07-08 20:21,0
JaSrLxX,33196713869,볶은 병아리콩 이집트콩 저칼로리간식 500g,2022-03-15 21:53,0
WWyuLyhWlS,1294153154,로레알 드롭 하이라이터 06 아이코닉 글로우 15ml,2022-08-14 18:33,0
B1exkI741,82731603110,냉동 대파 1kg 냉동야채 대용량야채 식자재 도매 유통,2022-07-18 13:25,0
LuUrcvpq,2050065934,PVC바벨 12/14/19kg 조립아령덤벨세트/아령/덤벨/바벨/운동책자증정/,2021-12-17 23:51,1
TOIzP7dR3is,675468444,body257 바디257 트레이닝 튜빙밴드 4단계 BLUE,2022-02-28 23:47,1
CGrRx8t1,33195384399,서리태 500g 담백하고 달달한 국산 검은콩,2022-08-18 21:16,1
L7nwVVm,237458281,동원미니파인애플234g,2021-12-29 16:01,1
k1RV0BK2,1168333910,사조 마일드참치 안심따개 85g 24입,2021-09-25 0:42,0
7E6L0b,11269760812,오리온 스윙칩 볶음고추장 60g,2021-08-15 22:10,0
bwlZ7GKqHCuz,33203263032,스프라이트 1.5L 12페트,2022-01-01 18:16,0
87YI9TpZB,16864926594,소시지/핫바/후랑크/프랑크 모음 / 낱개 초특가판매,2022-05-02 20:06,0
LmHBItzshW,27910893469,스파클 생수 2L 24개+ 500ml 20개 증정,2022-07-23 23:28,1
i29vPyYyBSOR,32488706712,미소된장국 컵국 즉석컵 12g x 20개,2022-04-11 22:47,1
sH14my,31193507041,롯데제과 이마트몰 자일리톨껌 아이스민트 100g,2021-12-12 11:15,1
GwpmPsQTVS,30078830368,남자 런닝셔츠 쿨나시 여름 기능성 메리야스 스포츠 난닝구,2022-02-11 22:18,1
5hHgeXulI,21271014784,아라메 마른오징어 1.7kgx20축,2022-05-23 13:03,1
Hd0CrQ,32868354117,[미소드림] 국내산 싱싱한 방울토마토(750g/팩),2021-11-12 15:21,1
kJFfWQfa8V,33194288615,일본 롯데 자일리톨 껌 베리믹스 20개,2021-10-26 13:52,1
OybyZjsgJt,82041107956,기장 저염멸치 - 지리가이리 750g(소멸치 볶음용)  마른멸치 베드로물고기 요리TV조달,2022-06-14 23:58,1
6dTzcAyk9,32882960315,백설 중력밀가루  2.5kg  4개,2021-12-27 23:10,0
pUs5Sj,531569026,/ [당일발송] 주디앤 라이트에어 노카라 퀄팅 패딩 점퍼,2021-10-13 20:23,0
AJgcvd,83776857425,스위프리 스테비아 오색 칵테일 토마토 샤인마토 대추 방울토마토 사과 향 완숙 찰토마토,2022-05-19 15:13,0
Ul9WKPbAuR,30796688700,인정에프앤비 [CJ프레시웨이] 이츠웰 포기김치 5kg,2022-08-31 23:06,1
4BEak87Dul,1311722853,완도명가 중멸치 300g 고추장용,2022-05-10 19:54,0
HYVHI9P5,636367983,GBM 사계절 허리조절 스판 교복바지 남자 블랙,2022-02-19 21:59,0
yRSlOlhqN,33041751872,코카)스프라이트 1.5L 1박스(12병),2021-11-19 22:41,1
ZdAaFN,80860528092,파품오징어 300g 국내산 오징어 마른오징어 건오징어 파지오징어 쪽빛누리,2022-01-01 23:35,0
j7yySklr,674941707,아트박스/제이펜즈 펜텔 에너자이즈 샤프 0.5mm,2021-12-10 12:54,0
evCqYVgK,33132780602,박카스 F 120ML x 10개/자양강장제/타우린/카르니틴,2022-06-27 18:05,0
zFtKYM,27572447725,자애인 고사리 200g 건나물 국내산 건고사리 국산나물,2022-01-27 17:43,0
zultwuVsE54u,1888717367,머메이드 반투명 핑크 레인부츠 블링블링 아동장화 WH0484-캐릭터어때[무료배송],2022-05-17 1:04,1
b6WBK3paxS,1463580461,네파 여성 벨라 티 7F45242,2022-07-16 22:51,1
joc4Cgy5VTx7,31519104815,CJ 햇반 200g 24개입,2021-10-01 23:58,1
0Wjhn0,32070480645,국내산 스테비아밤 프리미엄 옥광밤 500g 2팩,2022-05-20 5:50,1
gRkyIwMCPnc,825848122,엡손 라벨프린터리본 흑문자 SS6K 백색,2022-05-20 18:29,0
av7exTB,83615987545,고창 서리태 콩 청자5호 재래종서리태 1kg 2kg 3kg 농부직판매,2022-05-14 7:58,0
IEbZh2xVJv,19116350971,풀무원 생가득 아빠우동 4인분 1박스 (6개입),2022-04-15 22:39,1
sbinB6,26747515231,[동원] [동원] 라이트스탠다드 참치 135g X8캔 + 마일드참치 150g X2캔,2022-03-27 23:59,0
70TC0cA0ujGN,190856913,여성 춘추 멜란지 흡습속건 기능 하이쿨 원단 긴팔 집업 등산 티셔츠KTT0436W,2021-08-04 19:16,0
wQLpn474QN,83443988181,CJ 햇반컵반 버터장조림비빔밥 216g,2022-02-06 14:50,1
MidElFM,335511840,동아 리필심 볼펜심리필 흑 동노크펜 청 리필0.7mm 12개입,2022-07-26 20:31,0
9WnFhqroDFS,838778571,자연퐁 주방 세제 미네랄 기름때 설거지 세제 580mL,2021-09-10 17:25,0
HmaIxb,29914947223,자연맛남 [자연맛남] 김제 프리미엄 트리벨리 파프리카 1.5kg,2022-04-01 20:49,0
rbfT3O,27314679313,동원 꽁치 (300G),2022-08-21 23:42,0
TSdgHzbhanR,1116833158,구김방지 남성용 클래식핏 화이트 와이셔츠 반팔 0001,2021-09-15 21:44,1
GBAnkcZGfP,1341211912,[투썸플레이스] 에이리스트 스틱커피 다크 블렌드 30입 x 3팩,2022-08-17 16:12,1
CoTewF9C,2121612160,아디다스 키즈 JB 트레이닝 니트 반팔티셔츠 FK9502 FM1692 2종 택1,2021-08-11 16:11,1
4XpNrpeYw,1337581386,(민수팜) 새벽수확 신선하고 맛있는 수박 7kg *택배 상품*,2022-04-23 12:36,0
abO5qWtdbjJ,30894539958,돌 파인애플 슬라이스 3062g Dole 과일통조림,2021-11-13 18:08,0
vfVKN1nWkLS,162257442,로라메르시에 블러쉬 컬러 인퓨젼-passionfruit 6g,2021-12-12 18:05,1
TFiAnq,29947728158,4kg x4개 흑미 일반 가정 식당용 잡곡 업소용 식자재,2021-08-15 20:04,1
p8kp7mjCRoe,33190899862,3M 넥스케어 하이드로케어 드레싱 2매 (프리컷),2022-02-20 17:12,0
bw4y94eNW,21353742954,몽베스트 생수 2Lx12병,2022-05-13 18:42,0
Ul9WKPbAuR,11776728675,청양고추 오이고추 풋고추 1kg,2021-12-07 16:57,1
0gjvj7,33084432416,날 전라도 장서는 김장 파김치 국산 2KG 김치 쪽파,2021-10-01 7:13,1
qVs3a9p,5642231196,오뚜기 옛날국수소면 500g,2022-03-18 10:27,0
ikpk1XjFBWX,33027863432,[온이네] 무농약 블루베리 1kg특품 16 18mm,2022-05-10 20:28,1
qtdfRm,1193504357,디자인콩 후르츠 카드 목걸이지갑 (사과),2021-08-04 9:48,0
xztVpuvSgI,27584630415,CJ 비비고 토종김 참기름5G20EA X 4개,2021-08-12 14:06,1
CsteNDI2A,32923190749,오뚜기 즉석밥 맛있는 오뚜기밥 210g 3개,2021-09-04 23:39,0
S3pjlb,1080392310,샤이닝구두AS131901A13,2022-02-28 21:50,0
MhnO2N5w8V,577156319,부드러운 이중모 금나노 미세모 잇몸 양치 틈새 칫솔,2022-07-22 17:54,0
EhKm4p2CXQBp,2006461856,HD테이크아웃비닐12 1묶음(100장),2021-11-09 20:26,0
u1ZMN7cd,33124238864,CJ 고메그릴피자콤비네이션 (405G),2022-04-24 15:50,1
b1ibFoRiD9,1991628558,병잉크(흑색/62.5ml/Pelikan),2021-09-21 20:06,1
GJ8E56jR,2075918179,컬러버스 잉크 HAYABUSA 53 54. TOKYO 2018 Special Edition-컬러버스,2021-12-04 23:59,1
Z14Ihqp9yR7A,28517080695,지리산 물하나 500ml 40병 생수,2022-05-19 16:44,0
cU0TI2MlU,1377020957,마카펜 화이트보드 보드마카 마그피아 사무용품 마카 세트 블랙 12개,2021-08-27 4:28,0
y1qrbP4RRcvD,82363204103,[베베쿡]한우 실온이유식 중/후/완료기 10팩 골라담기,2021-10-24 21:12,0
YnNzhsn38Ph,32128272097,롯데푸드 쿨아이스크림 거북이 20개 - 쿨아이스크림,2022-05-30 23:35,1
RVw4zjl13qK,1338441605,남양 임페리얼드림XO 액상분유 1단계 180ml 24팩,2021-09-01 16:52,1
CyDNAqXb65,32704076181,CJ 햇반 4종 16개입 (즉석밥 200g x 6 + 햇반흑미밥 2,2022-03-14 20:38,0
WiMb9WY,27213329333,[다인경주빵] 아이스 경주빵 38g x 20 개입,2022-02-07 15:21,1
jKhhMRU,1112989445,바다마음 명란김 알톡김 구운명란맛 36봉,2022-06-22 23:04,0
F3lKs86RAtP,1698300516,스퀘어 슬리브리스 원피스 [BLACK] / S22A04020,2022-01-28 10:30,0
2ELXlqW,33127044899,동원 꽁치 400g (6캔) 무료배송,2022-08-25 7:30,1
T9kd2GSe36K,23080889143,아삭한 나주배15kg 흠집배 정품 30과내외,2022-01-19 19:53,0
eH8GFNgLCZd,83443745639,[매일] 링스 스트링치즈(20g8회) 160g,2022-02-16 10:43,0
1aea9h,33139149209,보나쥬르 무기자차 노세범 수부지피부 비건 선크림 40ml,2022-01-16 14:56,0
4xzOZn0,1951433483,[해외직구] 유리아쥬 이제악 바이 스틱 3ml & 1g x2,2022-06-23 16:26,1
SOEM6K5,27790017053,샘표 김치찌개용 꽁치 280g x 6개,2022-05-11 22:08,0
DiDBrXd4,25582670185,국내산 대파 1단 2kg 내외 - 손질되어 요리하기 편해요,2021-08-15 18:38,0
GjR3Vv,1018448078,(오산모다아울렛)신상내피퀄팅이중코트/j4113,2022-04-05 16:59,0
UohBlY,26467951426,예천농협 옹골진 국내산 햇 잡곡 현미쌀 1kg  단품,2021-08-31 19:42,1
Ck246rpKdD,1335551718,[익스프레쉬]제스프리 그린키위 점보 15개입 1.9kg 내외,2022-06-14 23:56,0
4SbtGhI,83899436036,싱싱한 상추 1kg 쌈채소 국내산 조선 상추 적상추 1kg,2022-06-26 7:09,0
hJHcesaoh,1311693159,[바보사랑]폼아크릴액자18CmX18CmX2ea_밤하늘일러스트(달),2021-12-12 5:28,1
ocIPmOb,31556974435,오뚜기 옛날 미역 100g (40인분),2022-04-19 23:00,0
aW5tGu9gwN6,23118054974,[홈플러스]진미고춧가루 용기 130G,2022-08-16 23:38,0
E4pNyyZ550,1066919178,그레이드 터치앤후레쉬 화장실방향제 리필x3개 라벤더,2021-08-11 11:28,1
7mGcGc39IDBg,846498395,맥 아이 브로우 스타일러 넘버. 오닉스 0.09g,2022-03-29 16:34,0
5QLJdFtTa,83628364306,엘라스틴 마린콜라겐 탱글볼륨 샴푸 680ml,2022-03-10 14:47,1
lwJfo1,33027863432,[온이네] 무농약 블루베리 1kg특품 16 18mm,2021-12-06 18:15,0
zhqqVKKI5G,82783998861,칠성사이다 스프라이트 천연사이다 캔커피 190ml 30캔,2022-01-06 19:03,0
PCRkhnA8A,33123256954,오뚜기 고소한참기름320ml,2022-01-04 23:41,1
0gjvj7,241861734,남성오렐지체크남방,2021-09-03 14:25,0
4Mblm7p,9838926620,[기장사람들]부드럽고 맛있는 기장미역 50g,2022-04-23 22:28,0
kp27uz7Wi,33124171780,고창 미니 밤호박 단호박 정품 1.5kg,2022-07-06 21:22,1
Fl8kFmXzOpd2,32081799466,먼투썬 캘리포니아 구운아몬드 700g,2022-05-12 13:03,0
DeoaMfutJS,33096843426,[프레쉬채움] 청정원 건강한 단맛 요리 사탕수수 설탕 황설탕 454g,2022-04-15 20:20,0
LbAm2mg,27819288773,젓갈 비빔낙지젓 500g x 4,2022-06-12 23:09,0
O5TObNvn,32625535808,오뚜기 꽁치 400g,2022-01-24 13:08,1
Qhw99aE,32527277161,청정원 순창 재래식생된장 2kg+300g,2021-12-13 22:07,1
MAo00vg1OnO,28116340296,[과일의 명작] 행복 배 선물세트 9과 [4.5kg내외],2022-05-18 22:13,1
RIjzqMyG4gw,82539600533,친환경 대추방울토마토 500G(팩),2021-08-20 18:52,0
haBSl4VhHjfU,57957265,여름 카라넥 아로하패턴 티셔츠 TRN ASYM 3236(54),2022-03-27 19:55,1
Jyo1qbVWmn,33203650956,오뚜기 황도 400g,2022-01-17 22:15,0
lzPJLW,33119386386,삼립 로만밀 통밀식빵,2021-12-14 13:37,1
YpULb6HHCG8M,1506461272,CRG-312(캐논/토너/검정),2022-01-18 19:05,1
Nva1SGsOw,446261633,(1706420) 햇반 210g x 24개,2022-02-14 23:39,0
j4bzg8H,32982681165,후르츠캔 후르츠 칵테일 델몬트 850g 과일 통조림,2021-09-23 17:46,1
DuU9Ykbnq,20992645757,쿨아이스크림)비비빅인절미 [20개],2022-03-07 21:19,0
CGrRx8t1,576757102,무선마우스 무선마우스추천 Mouse 무선 Wireless Mobile 모바일마우스1850/블랙,2022-06-11 23:52,0
QDI3MS03,32129807805,3M Fresh 마트봉투 롤위생백 대형 3롤 비닐 투명봉투,2022-01-16 23:40,0
GFAAWub8SL,30375766472,머거본 비행기에서 먹던 허니 로스티드 땅콩 (150G),2021-09-05 23:02,1
f8u1YW,83267657773,안티모카푸토 프레스카(파스타용) 밀가루 1kg,2021-08-11 21:19,1
bFu6N1EgAD,1286614973,썬플러스 세척사과 4kg(17-27과내외)/정품x2박스,2022-06-30 19:32,0
2mazZYymQd,26623746142,코카콜라 1.8L,2021-11-05 12:35,1
i7cRZ0XQ0,32919201106,10대 슈퍼푸드 무농약 웰빙과일 생 블루베리 특대1kg,2021-10-29 18:35,0
SAJAqqtBImc,82731603110,냉동 대파 1kg 냉동야채 대용량야채 식자재 도매 유통,2022-01-03 13:26,1
qTMuAo1,26410754309,프레시데이 [프레시데이] 사과가그대로 동결건조 과일칩 생생사과칩 12봉 (20g/봉),2022-01-21 20:10,1
2dBD4TtC2z,82193886084,오뚜기 옛날 미역 100g (40인분),2022-08-08 13:45,0
vShqPANUZoWm,32314748873,코카콜라 파워에이드 마운틴 블라스트 520ml  110개,2022-04-29 20:36,1
h4Yde0IyV,28377850554,뉴스킨 뉴컬러 클렌징 수플레 80g,2021-11-18 20:24,0
cSoWF3,31776510142,파스퇴르 아이생각 상온 무균이유식 후기 두부새송이버섯 죽 180g 12개,2021-11-14 18:00,0
KfeuB1PI1a4,84345702357,레드불 에너지 드링크 250ml x 24캔,2021-10-19 18:27,1
E1PytY,33167483085,오뚜기 3분 쇠고기 짜장 200g 10개입,2021-10-15 16:19,0
g4Vkve,10717059201,오리온 더 자일리톨 펌프껌,2022-03-20 6:01,0
B8twVBG78DEO,28522891156,우리가락 깐생강100g,2022-02-25 7:44,0
uhpgQA,1541184561,잉크 프린터잉크 HP 정품잉크 T2500 B3P22A 매트블랙130ml,2021-09-18 21:08,1
OPCMmLp2ekR,31882769560,복음자리 딸기잼 860g,2021-08-08 23:45,1
9wmSuXYC,1340315554,[CJ직배송] 백설 갈색설탕15kg X3개,2022-03-17 23:15,1
5MJUE7ew3A9,33116943107,[디작소]여아 유아 아동복 상하복 하와이 슈트 세트,2022-04-20 10:35,1
ZcuEXwngeC,32772445616,자일리톨껌 알파 리필 88g 1개,2021-12-06 15:53,0
GxTq27C,82987792249,국내산 조림 볶음용 잔 멸치 1kg 햇멸치 자멸 가이리,2021-10-05 15:32,1
mJpaxynLM,33202366411,Dole 돌 후룻바틀 황도1개+트로피칼1개/무배,2022-07-09 9:09,0
DDPgx9Oiwa,1703038561,[GAP인증] 산지직송 충남 공주 정안 옥광밤 2kg(특),2021-08-25 15:43,1
W0dWgs5sn,28502581906,깐 대파 500g(봉),2021-11-03 22:54,0
cfUK0B,30926477048,명인 이동삼 안동 간고등어 20미 (온마리),2021-10-05 17:16,1
L7nwVVm,29460670733,[성주리된장]햇고춧가루/국내산100%/다래보리고추장,2022-08-07 19:28,1
NyPyEclcNwgR,33017414139,CJ 백설  꽃소금 1kg,2021-09-07 7:46,0
v3JYRFiSGvU,29572085850,프레시키트 발아현미4kg   2020년산 12497ea - 국산백,2021-09-25 21:21,1
tMeqU2U,10709048414,[홈플러스]풀무원치즈크림파스타2인662.4G,2021-09-17 16:40,0
uXOOAJ1Ryt,953809513,ESC공아7부잠옷 20%실크느낌의 트렌디한 공용커플 7부 파자마세트_울산점,2022-03-19 16:16,1
0LPjkvnEl,30835998778,종말이 파김치 1kg 무료배송 쪽파김치 국내산파김치,2022-05-06 8:57,1
jGnArfd,31304082815,깨끗한나라 뽑아쓰는 키친타올 150매x4입 4개,2022-03-27 20:01,1
DeoaMfutJS,32476495137,국내산 이유 있는 마른 오징어 파치 500G (파지) MI,2021-12-21 20:15,1
G3QYVuQB8yU,1418817716,프로젝트엠 소프트 린넨셔츠 EPC2WC1331YGN_신구로점,2022-04-03 17:08,1
h238LF,256081883,[해외직구] 바이오더마 하이드라비오 미스트 300ml,2021-09-20 17:21,0
